id,date,infadj,raw,10 yr treasury
DJIA,4/1/1985,2948.89,1258.06,0.114
DJIA,5/1/1985,3071.48,1315.41,0.109
DJIA,6/1/1985,3108.95,1335.46,0.102
DJIA,7/1/1985,3131.47,1347.45,0.103
DJIA,8/1/1985,3094.9,1334.01,0.103
DJIA,9/1/1985,3073.12,1328.63,0.104
DJIA,10/1/1985,3167.78,1374.31,0.102
DJIA,11/1/1985,3384.43,1472.13,0.098
DJIA,12/1/1985,3544.97,1546.67,0.093
DJIA,1/1/1986,3591.28,1570.99,0.092
DJIA,2/1/1986,3917.17,1709.06,0.087
DJIA,3/1/1986,4188.26,1818.61,0.078
DJIA,4/1/1986,4115.64,1783.98,0.073
DJIA,5/1/1986,4318.31,1876.71,0.077
DJIA,6/1/1986,4330.54,1892.72,0.078
DJIA,7/1/1986,4061.91,1775.31,0.073
DJIA,8/1/1986,4335.81,1898.34,0.072
DJIA,9/1/1986,4019.48,1767.58,0.075
DJIA,10/1/1986,4264.28,1877.71,0.074
DJIA,11/1/1986,4343.39,1914.23,0.073
DJIA,12/1/1986,4298.12,1895.95,0.071
DJIA,1/1/1987,4862.06,2158.04,0.071
DJIA,2/1/1987,4992.86,2223.99,0.073
DJIA,3/1/1987,5150.98,2304.69,0.073
DJIA,4/1/1987,5082.58,2286.36,0.080
DJIA,5/1/1987,5075.83,2291.57,0.086
DJIA,6/1/1987,5337.7,2418.53,0.084
DJIA,7/1/1987,5663.7,2572.07,0.085
DJIA,8/1/1987,5831.86,2662.95,0.088
DJIA,9/1/1987,5657.29,2596.28,0.094
DJIA,10/1/1987,4331.94,1993.53,0.095
DJIA,11/1/1987,3980.64,1833.55,0.089
DJIA,12/1/1987,4209.2,1938.83,0.090
DJIA,1/1/1988,4239.55,1958.22,0.087
DJIA,2/1/1988,4474.7,2071.62,0.082
DJIA,3/1/1988,4276.32,1988.06,0.084
DJIA,4/1/1988,4349.19,2032.33,0.087
DJIA,5/1/1988,4330.35,2031.12,0.091
DJIA,6/1/1988,4546.85,2141.71,0.089
DJIA,7/1/1988,4500.14,2128.73,0.091
DJIA,8/1/1988,4276.62,2031.65,0.093
DJIA,9/1/1988,4418.09,2112.91,0.090
DJIA,10/1/1988,4477.79,2148.65,0.088
DJIA,11/1/1988,4404.52,2114.51,0.090
DJIA,12/1/1988,4508.46,2168.57,0.091
DJIA,1/1/1989,4846.26,2342.32,0.091
DJIA,2/1/1989,4652.28,2258.39,0.092
DJIA,3/1/1989,4699.63,2293.62,0.094
DJIA,4/1/1989,4922.26,2418.8,0.092
DJIA,5/1/1989,5019.82,2480.15,0.089
DJIA,6/1/1989,4926.48,2440.06,0.083
DJIA,7/1/1989,5358.57,2660.66,0.080
DJIA,8/1/1989,5504.65,2737.27,0.081
DJIA,9/1/1989,5396.41,2692.82,0.082
DJIA,10/1/1989,5276.93,2645.08,0.080
DJIA,11/1/1989,5385.48,2706.27,0.079
DJIA,12/1/1989,5470.61,2753.2,0.078
DJIA,1/1/1990,5095.59,2590.54,0.082
DJIA,2/1/1990,5141.53,2627.25,0.085
DJIA,3/1/1990,5270.94,2707.21,0.086
DJIA,4/1/1990,5164.74,2656.76,0.088
DJIA,5/1/1990,5577.84,2876.66,0.087
DJIA,6/1/1990,5556.85,2880.69,0.085
DJIA,7/1/1990,5580.89,2905.2,0.085
DJIA,8/1/1990,4977.74,2614.36,0.088
DJIA,9/1/1990,4630.28,2452.48,0.089
DJIA,10/1/1990,4584.25,2442.33,0.087
DJIA,11/1/1990,4794.22,2559.65,0.084
DJIA,12/1/1990,4932.85,2633.66,0.081
DJIA,1/1/1991,5092.42,2736.39,0.081
DJIA,2/1/1991,5357.97,2882.18,0.079
DJIA,3/1/1991,5408.12,2913.86,0.081
DJIA,4/1/1991,5351.22,2887.87,0.080
DJIA,5/1/1991,5594.82,3027.5,0.081
DJIA,6/1/1991,5354.23,2906.75,0.083
DJIA,7/1/1991,5565.67,3024.82,0.083
DJIA,8/1/1991,5581.96,3043.6,0.079
DJIA,9/1/1991,5508.62,3016.77,0.077
DJIA,10/1/1991,5594.97,3069.1,0.075
DJIA,11/1/1991,5262.53,2894.68,0.074
DJIA,12/1/1991,5757.76,3168.83,0.071
DJIA,1/1/1992,5847.25,3223.4,0.070
DJIA,2/1/1992,5908,3267.7,0.073
DJIA,3/1/1992,5820.66,3235.5,0.075
DJIA,4/1/1992,6032.94,3359.1,0.075
DJIA,5/1/1992,6090.64,3396.9,0.074
DJIA,6/1/1992,5930.16,3318.5,0.073
DJIA,7/1/1992,6051.15,3393.8,0.068
DJIA,8/1/1992,5791.66,3257.4,0.066
DJIA,9/1/1992,5800.72,3271.7,0.064
DJIA,10/1/1992,5700.87,3226.3,0.066
DJIA,11/1/1992,5830.37,3305.2,0.069
DJIA,12/1/1992,5829.76,3301.11,0.068
DJIA,1/1/1993,5815.67,3310,0.066
DJIA,2/1/1993,5902.29,3370.81,0.063
DJIA,3/1/1993,5994.27,3435.11,0.060
DJIA,4/1/1993,5963.94,3427.55,0.060
DJIA,5/1/1993,6127.15,3527.43,0.060
DJIA,6/1/1993,6100.4,3516.08,0.060
DJIA,7/1/1993,6140.98,3539.47,0.058
DJIA,8/1/1993,6316.66,3651.25,0.057
DJIA,9/1/1993,6139.69,3555.12,0.054
DJIA,10/1/1993,6330.61,3680.59,0.053
DJIA,11/1/1993,6329.03,3683.95,0.057
DJIA,12/1/1993,6449.53,3754.09,0.058
DJIA,1/1/1994,6818.91,3978.36,0.058
DJIA,2/1/1994,6545.09,3832.02,0.060
DJIA,3/1/1994,6188.4,3635.96,0.065
DJIA,4/1/1994,6258.87,3681.69,0.070
DJIA,5/1/1994,6385.47,3758.37,0.072
DJIA,6/1/1994,6137.06,3624.96,0.071
DJIA,7/1/1994,6354.48,3764.5,0.073
DJIA,8/1/1994,6582.37,3913.42,0.072
DJIA,9/1/1994,6445.03,3843.19,0.075
DJIA,10/1/1994,6550.01,3908.12,0.077
DJIA,11/1/1994,6259.47,3739.23,0.080
DJIA,12/1/1994,6418.85,3834.44,0.078
DJIA,1/1/1995,6407.71,3843.86,0.078
DJIA,2/1/1995,6658.34,4011.05,0.075
DJIA,3/1/1995,6880.98,4157.69,0.072
DJIA,4/1/1995,7125.77,4321.27,0.071
DJIA,5/1/1995,7349.62,4465.14,0.066
DJIA,6/1/1995,7485.67,4556.1,0.062
DJIA,7/1/1995,7736.02,4708.47,0.063
DJIA,8/1/1995,7556.71,4610.56,0.065
DJIA,9/1/1995,7830.15,4789.08,0.062
DJIA,10/1/1995,7751.43,4755.48,0.060
DJIA,11/1/1995,8276.49,5074.49,0.059
DJIA,12/1/1995,8351.14,5117.12,0.057
DJIA,1/1/1996,8756.57,5395.3,0.057
DJIA,2/1/1996,8870.25,5485.62,0.058
DJIA,3/1/1996,8989.71,5587.14,0.063
DJIA,4/1/1996,8927.24,5569.08,0.065
DJIA,5/1/1996,9029.09,5643.18,0.067
DJIA,6/1/1996,9041.75,5654.63,0.069
DJIA,7/1/1996,8824.14,5528.91,0.069
DJIA,8/1/1996,8946.62,5616.21,0.066
DJIA,9/1/1996,9340.89,5882.17,0.068
DJIA,10/1/1996,9544.51,6029.38,0.065
DJIA,11/1/1996,10304.29,6521.7,0.062
DJIA,12/1/1996,10188.27,6448.27,0.063
DJIA,1/1/1997,10730.62,6813.09,0.066
DJIA,2/1/1997,10798.05,6877.74,0.064
DJIA,3/1/1997,10309.73,6583.48,0.067
DJIA,4/1/1997,10962.08,7009,0.069
DJIA,5/1/1997,11473.02,7331,0.067
DJIA,6/1/1997,11992.59,7672.8,0.065
DJIA,7/1/1997,12835.48,8222.6,0.062
DJIA,8/1/1997,11875.7,7622.4,0.063
DJIA,9/1/1997,12347,7945.3,0.062
DJIA,10/1/1997,11535.26,7442.1,0.060
DJIA,11/1/1997,12133.63,7823.1,0.059
DJIA,12/1/1997,12281.59,7908.3,0.058
DJIA,1/1/1998,12255.08,7906.5,0.055
DJIA,2/1/1998,13228.77,8545.72,0.056
DJIA,3/1/1998,13595.71,8799.81,0.057
DJIA,4/1/1998,13975.72,9063.37,0.056
DJIA,5/1/1998,13697.02,8899.95,0.057
DJIA,6/1/1998,13759.25,8952.02,0.055
DJIA,7/1/1998,13635.85,8883.29,0.055
DJIA,8/1/1998,11557.39,7539.07,0.053
DJIA,9/1/1998,12007.05,7842.62,0.048
DJIA,10/1/1998,13128.73,8592.1,0.045
DJIA,11/1/1998,13930.09,9116.55,0.048
DJIA,12/1/1998,14038.41,9181.43,0.046
DJIA,1/1/1999,14272.22,9358.83,0.047
DJIA,2/1/1999,14173.92,9306.58,0.050
DJIA,3/1/1999,14855.39,9786.16,0.052
DJIA,4/1/1999,16259.08,10789.04,0.052
DJIA,5/1/1999,15913.53,10559.74,0.055
DJIA,6/1/1999,16533,10970.8,0.059
DJIA,7/1/1999,16014.69,10655.15,0.058
DJIA,8/1/1999,16233.09,10829.28,0.059
DJIA,9/1/1999,15422.73,10336.95,0.059
DJIA,10/1/1999,15987.49,10729.86,0.061
DJIA,11/1/1999,16197.06,10877.81,0.060
DJIA,12/1/1999,17119.21,11497.12,0.063
DJIA,1/1/2000,16235.75,10940.53,0.067
DJIA,2/1/2000,14949.39,10128.31,0.065
DJIA,3/1/2000,15978.77,10921.92,0.063
DJIA,4/1/2000,15703.71,10733.91,0.060
DJIA,5/1/2000,15373.12,10522.33,0.065
DJIA,6/1/2000,15180.78,10447.89,0.061
DJIA,7/1/2000,15256.87,10521.98,0.061
DJIA,8/1/2000,16261.9,11215.1,0.058
DJIA,9/1/2000,15358.63,10650.92,0.058
DJIA,10/1/2000,15798.44,10971.14,0.057
DJIA,11/1/2000,14986.45,10414.49,0.057
DJIA,12/1/2000,15534.71,10787.99,0.052
DJIA,1/1/2001,15579.81,10887.36,0.052
DJIA,2/1/2001,14955.77,10495.28,0.051
DJIA,3/1/2001,14047.63,9878.78,0.049
DJIA,4/1/2001,15200.72,10734.97,0.051
DJIA,5/1/2001,15385.84,10911.94,0.054
DJIA,6/1/2001,14787.38,10502.4,0.053
DJIA,7/1/2001,14858.21,10522.81,0.052
DJIA,8/1/2001,14049.05,9949.75,0.050
DJIA,9/1/2001,12430.82,8847.56,0.047
DJIA,10/1/2001,12795.95,9075.14,0.046
DJIA,11/1/2001,13910.4,9851.56,0.047
DJIA,12/1/2001,14210.59,10021.57,0.051
DJIA,1/1/2002,14036.8,9920,0.050
DJIA,2/1/2002,14239.54,10106.13,0.049
DJIA,3/1/2002,14575.92,10403.94,0.053
DJIA,4/1/2002,13855.08,9946.22,0.052
DJIA,5/1/2002,13825.87,9925.25,0.052
DJIA,6/1/2002,12875.86,9243.26,0.049
DJIA,7/1/2002,12152.6,8736.59,0.046
DJIA,8/1/2002,12016.27,8663.5,0.043
DJIA,9/1/2002,10507.23,7591.93,0.039
DJIA,10/1/2002,11604.7,8397.03,0.040
DJIA,11/1/2002,12294.4,8896.09,0.041
DJIA,12/1/2002,11553.16,8341.63,0.040
DJIA,1/1/2003,11106.2,8053.81,0.041
DJIA,2/1/2003,10795,7891.08,0.039
DJIA,3/1/2003,10869.3,7992.13,0.038
DJIA,4/1/2003,11558.36,8480.09,0.040
DJIA,5/1/2003,12080.6,8850.26,0.036
DJIA,6/1/2003,12256.14,8985.44,0.033
DJIA,7/1/2003,12576.44,9233.8,0.040
DJIA,8/1/2003,12777.27,9415.82,0.045
DJIA,9/1/2003,12549.16,9275.06,0.043
DJIA,10/1/2003,13270.72,9801.12,0.043
DJIA,11/1/2003,13284.58,9782.46,0.043
DJIA,12/1/2003,14206.88,10453.92,0.043
DJIA,1/1/2004,14190.36,10488.07,0.042
DJIA,2/1/2004,14245.96,10583.92,0.041
DJIA,3/1/2004,13848.24,10357.7,0.038
DJIA,4/1/2004,13630.68,10225.57,0.044
DJIA,5/1/2004,13499.7,10188.45,0.047
DJIA,6/1/2004,13785.27,10435.48,0.047
DJIA,7/1/2004,13414.84,10139.71,0.045
DJIA,8/1/2004,13449.92,10173.92,0.043
DJIA,9/1/2004,13295.88,10080.27,0.041
DJIA,10/1/2004,13156.04,10027.47,0.041
DJIA,11/1/2004,13681.56,10428.02,0.042
DJIA,12/1/2004,14201.22,10783.01,0.042
DJIA,1/1/2005,13783.78,10489.94,0.042
DJIA,2/1/2005,14060.7,10766.23,0.042
DJIA,3/1/2005,13612.87,10503.76,0.045
DJIA,4/1/2005,13117.76,10192.51,0.043
DJIA,5/1/2005,13492.58,10467.48,0.041
DJIA,6/1/2005,13234.16,10274.97,0.040
DJIA,7/1/2005,13641.65,10640.91,0.042
DJIA,8/1/2005,13374.52,10481.6,0.043
DJIA,9/1/2005,13316.56,10568.7,0.042
DJIA,10/1/2005,13133.61,10440.07,0.045
DJIA,11/1/2005,13701.84,10805.87,0.045
DJIA,12/1/2005,13643.38,10717.5,0.045
DJIA,1/1/2006,13722.32,10864.86,0.044
DJIA,2/1/2006,13862.69,10993.41,0.046
DJIA,3/1/2006,13931.09,11109.32,0.047
DJIA,4/1/2006,14129.36,11367.14,0.050
DJIA,5/1/2006,13815.2,11168.31,0.051
DJIA,6/1/2006,13770.52,11150.22,0.051
DJIA,7/1/2006,13769.57,11185.68,0.051
DJIA,8/1/2006,13987.43,11381.15,0.049
DJIA,9/1/2006,14423.65,11679.07,0.047
DJIA,10/1/2006,15004.27,12080.73,0.047
DJIA,11/1/2006,15191.86,12221.93,0.046
DJIA,12/1/2006,15479.23,12463.15,0.046
DJIA,1/1/2007,15625.65,12621.69,0.048
DJIA,2/1/2007,15102.68,12268.63,0.047
DJIA,3/1/2007,15072.31,12354.35,0.046
DJIA,4/1/2007,15832.25,13062.91,0.047
DJIA,5/1/2007,16421.31,13627.64,0.048
DJIA,6/1/2007,16130.57,13408.62,0.051
DJIA,7/1/2007,15894.02,13211.99,0.050
DJIA,8/1/2007,16096.08,13357.74,0.047
DJIA,9/1/2007,16702.55,13895.63,0.045
DJIA,10/1/2007,16702.08,13930.01,0.045
DJIA,11/1/2007,15939.09,13371.72,0.041
DJIA,12/1/2007,15824.93,13264.82,0.041
DJIA,1/1/2008,15015.98,12650.36,0.037
DJIA,2/1/2008,14523.41,12266.39,0.037
DJIA,3/1/2008,14384.37,12262.89,0.035
DJIA,4/1/2008,14948.27,12820.13,0.037
DJIA,5/1/2008,14622.54,12638.32,0.039
DJIA,6/1/2008,12995.76,11350.01,0.041
DJIA,7/1/2008,12959.56,11378.02,0.040
DJIA,8/1/2008,13206.29,11543.96,0.039
DJIA,9/1/2008,12424.01,10850.66,0.037
DJIA,10/1/2008,10789.04,9325.01,0.038
DJIA,11/1/2008,10409.44,8829.04,0.035
DJIA,12/1/2008,10461.46,8776.39,0.024
DJIA,1/1/2009,9497.02,8000.86,0.025
DJIA,2/1/2009,8341.32,7062.93,0.029
DJIA,3/1/2009,8963.31,7608.92,0.028
DJIA,4/1/2009,9597.54,8168.12,0.029
DJIA,5/1/2009,9962.39,8500.33,0.033
DJIA,6/1/2009,9815.41,8447,0.037
DJIA,7/1/2009,10666.58,9171.61,0.036
DJIA,8/1/2009,11025.18,9496.28,0.036
DJIA,9/1/2009,11266.24,9712.28,0.034
DJIA,10/1/2009,11257.05,9712.73,0.034
DJIA,11/1/2009,11979.32,10344.84,0.034
DJIA,12/1/2009,12096.54,10428.05,0.036
DJIA,1/1/2010,11637.83,10067.33,0.037
DJIA,2/1/2010,11936,10325.26,0.037
DJIA,3/1/2010,12495.98,10856.63,0.037
DJIA,4/1/2010,12648.89,11008.61,0.039
DJIA,5/1/2010,11636.85,10136.63,0.034
DJIA,6/1/2010,11230.35,9774.02,0.032
DJIA,7/1/2010,12025.37,10465.94,0.030
DJIA,8/1/2010,11496.9,10014.72,0.027
DJIA,9/1/2010,12373.89,10788.05,0.027
DJIA,10/1/2010,12741.79,11118.49,0.025
DJIA,11/1/2010,12601.89,11006.02,0.028
DJIA,12/1/2010,13233.09,11577.51,0.033
DJIA,1/1/2011,13533.02,11891.93,0.034
DJIA,2/1/2011,13840.22,12226.34,0.036
DJIA,3/1/2011,13810.42,12319.73,0.034
DJIA,4/1/2011,14270.94,12810.54,0.035
DJIA,5/1/2011,13939.9,12569.79,0.032
DJIA,6/1/2011,13779.92,12414.34,0.030
DJIA,7/1/2011,13466.85,12143.24,0.030
DJIA,8/1/2011,12844.56,11613.53,0.023
DJIA,9/1/2011,12048.37,10913.38,0.020
DJIA,10/1/2011,13234.2,11955.01,0.022
DJIA,11/1/2011,13334.57,12045.68,0.020
DJIA,12/1/2011,13561.49,12217.56,0.020
DJIA,1/1/2012,13959.37,12632.91,0.020
DJIA,2/1/2012,14260.23,12952.07,0.020
DJIA,3/1/2012,14427.55,13212.04,0.022
DJIA,4/1/2012,14389.64,13213.63,0.021
DJIA,5/1/2012,13508.86,12393.45,0.018
DJIA,6/1/2012,14065.06,12880.09,0.016
DJIA,7/1/2012,14231.5,13008.68,0.015
DJIA,8/1/2012,14242.83,13090.84,0.017
DJIA,9/1/2012,14552.41,13437.13,0.017
DJIA,10/1/2012,14183.47,13096.46,0.018
DJIA,11/1/2012,14171.83,13025.58,0.017
DJIA,12/1/2012,14296.62,13104.14,0.017
DJIA,1/1/2013,15080.31,13860.58,0.019
DJIA,2/1/2013,15164.79,14054.49,0.020
DJIA,3/1/2013,15686.51,14578.54,0.020
DJIA,4/1/2013,15982.46,14839.8,0.018
DJIA,5/1/2013,16264.35,15115.57,0.019
DJIA,6/1/2013,15998,14909.6,0.023
DJIA,7/1/2013,16631.01,15499.54,0.026
DJIA,8/1/2013,15861.84,14810.31,0.027
DJIA,9/1/2013,16188.75,15129.67,0.028
DJIA,10/1/2013,16680.59,15545.75,0.026
DJIA,11/1/2013,17292.89,16086.41,0.027
DJIA,12/1/2013,17819.91,16576.66,0.029
DJIA,1/1/2014,16813.47,15698.85,0.029
DJIA,2/1/2014,17415.26,16321.71,0.027
DJIA,3/1/2014,17445.12,16457.66,0.027
DJIA,4/1/2014,17525.95,16580.84,0.027
DJIA,5/1/2014,17603.18,16717.17,0.026
DJIA,6/1/2014,17684.76,16826.6,0.026
DJIA,7/1/2014,17424.59,16563.3,0.026
DJIA,8/1/2014,18004.67,17098.45,0.024
DJIA,9/1/2014,17946.17,17042.9,0.025
DJIA,10/1/2014,18347,17390.52,0.023
DJIA,11/1/2014,18915.76,17828.24,0.023
DJIA,12/1/2014,19017.22,17823.07,0.022
DJIA,1/1/2015,18400.83,17164.95,0.019
DJIA,2/1/2015,19347.59,18132.7,0.020
DJIA,3/1/2015,18860.46,17776.12,0.020
DJIA,4/1/2015,18893.11,17840.52,0.019
DJIA,5/1/2015,18983.26,18010.68,0.022
DJIA,6/1/2015,18500.49,17619.51,0.024
DJIA,7/1/2015,18574.35,17689.86,0.023
DJIA,8/1/2015,17370.96,16528.03,0.022
DJIA,9/1/2015,17147.79,16284.7,0.022
DJIA,10/1/2015,18599.71,17663.54,0.021
DJIA,11/1/2015,18712.24,17719.92,0.023
DJIA,12/1/2015,18453.11,17425.03,0.022
DJIA,1/1/2016,17421.35,16466.3,0.021
DJIA,2/1/2016,17457.94,16516.5,0.018
DJIA,3/1/2016,18604.71,17685.09,0.019
DJIA,4/1/2016,18609,17773.64,0.018
DJIA,5/1/2016,18552.05,17787.2,0.018
DJIA,6/1/2016,18647.19,17929.99,0.016
DJIA,7/1/2016,19187.96,18432.24,0.015
DJIA,8/1/2016,19136.92,18400.88,0.016
DJIA,9/1/2016,19003.86,18308.15,0.016
DJIA,10/1/2016,18795.55,18142.42,0.018
DJIA,11/1/2016,19850.28,19123.58,0.021
DJIA,12/1/2016,20513.58,19762.6,0.025
DJIA,1/1/2017,20499.74,19864.09,0.024
DJIA,2/1/2017,21415.79,20812.24,0.024
DJIA,3/1/2017,21241.79,20663.22,0.025
DJIA,4/1/2017,21464.02,20940.51,0.022
DJIA,5/1/2017,21512.86,21008.65,0.023
DJIA,6/1/2017,21840.67,21349.63,0.022
DJIA,7/1/2017,22416.51,21891.12,0.023
DJIA,8/1/2017,22387.06,21948.1,0.022
DJIA,9/1/2017,22741.17,22405.09,0.022
DJIA,10/1/2017,23751.28,23377.24,0.024
DJIA,11/1/2017,24660.71,24272.35,0.024
DJIA,12/1/2017,25114.73,24719.22,0.024
DJIA,1/1/2018,26437.03,26149.39,0.026
DJIA,2/1/2018,25179.38,25029.2,0.029
DJIA,3/1/2018,24199.52,24103.11,0.028
DJIA,4/1/2018,24163.15,24163.15,0.029
DJIA,5/1/2018,24415.84,24415.84,0.030
